timestamp,x,y,z
0,4.8,8.03,2.61
10,4.85,7.98,2.54
20,4.91,8.01,2.51
30,5.02,8.03,2.58
40,4.97,8.03,2.59
50,4.9,8.01,2.59
60,4.8,8.01,2.55
70,4.73,7.93,2.35
80,4.74,7.89,2.15
90,4.64,7.81,2.03
100,4.65,7.75,1.63
110,4.69,7.73,1.57
120,4.66,7.75,1.79
130,4.67,7.73,1.81
140,4.75,7.65,1.55
150,4.81,7.53,1.24
160,4.97,7.32,1.1
170,5.31,6.96,0.74
180,6.29,6.49,-0.18
190,8.47,6.17,-1.39
200,11.35,5.99,-2.85
210,14.25,5.6,-3.92
220,18.13,5.48,-7.14
230,20.14,4.64,-8.09
240,19.85,3.81,-8.45
250,19.51,2.98,-8.27
260,18.14,2.24,-6.59
270,16.3,1.71,-3.78
280,14.29,1.38,-0.37
290,12.06,1.15,3.43
300,8.57,1.09,7.49
310,5.14,1.35,10.56
320,1.63,1.87,12.6
330,-2.89,2.27,14.2
340,-7.13,2.97,15.03
350,-10.6,3.73,15.96
360,-13.72,4.45,17.21
370,-16.08,4.91,17.47
380,-16.78,4.98,16.11
390,-16.8,4.81,14.72
400,-16.59,4.69,14.25
410,-16.17,4.48,14.08
420,-15.31,4.23,13.78
430,-14.07,4.0,13.63
440,-13.09,3.4,12.94
450,-11.76,2.5,11.6
460,-9.95,1.57,9.9
470,-8.39,0.76,8.63
480,-6.95,0.02,7.6
490,-5.06,-0.37,6.62
500,-3.15,-0.72,6.15
510,-0.89,-0.84,5.84
520,3.57,-1.03,4.87
530,9.27,-0.71,3.34
540,14.61,0.19,2.18
550,18.84,1.37,0.85
560,21.26,2.87,-1.06
570,22.21,3.11,-3.48
580,21.9,4.89,-5.22
590,22.9,3.78,-6.8
600,23.04,3.65,-8.34
610,23.18,3.73,-9.6
620,23.49,3.16,-8.15
630,23.52,2.86,-7.81
640,22.97,3.28,-7.63
650,23.31,2.54,-7.85
660,22.79,2.81,-6.49
670,20.78,3.07,-1.13
680,17.97,3.32,3.89
690,13.86,3.54,7.4
700,9.37,4.43,9.85
710,5.2,4.54,12.39
720,0.78,4.7,14.79
730,-4.36,5.24,16.71
740,-8.23,5.43,16.09
750,-11.05,6.61,15.1
760,-12.98,7.0,15.36
770,-13.03,6.83,13.15
780,-11.64,6.51,11.14
790,-9.67,6.45,9.85
800,-7.39,6.04,8.74
810,-5.67,6.19,7.08
820,-1.93,5.95,6.35
830,-0.85,6.29,7.88
840,0.91,5.94,7.01
850,1.84,5.6,6.04
860,2.74,6.01,5.06
870,3.09,6.29,5.79
880,3.86,6.3,5.57
890,4.4,6.15,5.06
900,4.71,6.16,5.26
910,4.2,6.14,5.54
920,3.82,6.36,5.26
930,3.71,6.3,5.34
940,3.2,6.59,6.17
950,3.53,6.38,5.82
960,3.65,6.46,5.35
970,3.87,6.42,4.43
980,3.59,6.82,4.87
990,3.97,6.62,4.96
1000,4.15,6.88,4.92
