timestamp,x,y,z
0,3.74,9.5,1.49
10,3.75,9.33,1.17
20,3.62,9.3,0.99
30,3.55,9.28,1.13
40,3.55,9.19,1.24
50,3.5,9.17,1.08
60,3.31,9.12,1.19
70,3.37,9.05,1.13
80,3.34,9.12,1.14
90,3.34,9.07,1.46
100,3.3,9.07,1.36
110,3.35,8.95,1.03
120,3.34,8.96,0.69
130,3.45,8.73,0.22
140,3.52,8.74,-0.28
150,3.73,8.68,-0.51
160,3.85,8.67,-0.45
170,4.06,8.59,-0.38
180,4.05,8.59,-0.32
190,3.97,8.5,-0.01
200,4.03,8.55,0.09
210,4.05,8.55,0.15
220,4.13,8.51,-0.01
230,4.34,8.39,-0.38
240,4.81,8.31,-0.78
250,5.23,8.27,-0.97
260,5.34,8.18,-1.02
270,5.31,7.97,-1.05
280,5.71,7.65,-1.27
290,6.86,7.15,-1.93
300,8.97,6.64,-3.26
310,11.33,6.31,-4.77
320,14.22,5.79,-6.99
330,16.63,5.35,-9.13
340,18.37,4.91,-10.42
350,19.98,4.23,-9.89
360,22.1,3.38,-8.11
370,23.07,2.25,-5.12
380,22.12,1.17,-1.8
390,19.5,0.51,1.44
400,14.78,0.14,5.53
410,9.28,0.2,9.8
420,3.78,0.46,12.85
430,-1.58,0.55,14.8
440,-6.39,0.58,15.96
450,-11.39,0.46,16.52
460,-16.61,0.51,17.05
470,-21.34,0.87,17.15
480,-26.22,0.89,17.08
490,-30.08,0.8,15.98
500,-30.93,0.38,13.48
510,-30.26,-0.19,10.81
520,-28.19,-0.61,9.2
530,-25.19,-0.85,7.97
540,-21.71,-0.74,7.35
550,-17.84,-0.32,7.67
560,-14.44,-0.03,8.84
570,-11.67,-0.17,9.72
580,-8.73,-0.3,9.79
590,-5.56,-0.87,8.74
600,-2.58,-1.39,7.05
610,1.2,-1.91,5.13
620,6.6,-2.08,3.27
630,13.91,-0.65,2.64
640,22.65,1.75,2.71
650,27.12,4.32,2.9
660,26.96,5.97,2.09
670,25.19,5.5,-2.07
680,23.5,4.21,-5.07
690,20.02,5.37,-6.6
700,17.58,4.88,-3.9
710,16.19,5.36,-2.35
720,15.57,5.1,-2.65
730,16.53,5.73,-3.57
740,18.78,5.77,-3.29
750,21.06,5.87,-3.3
760,21.46,5.81,-2.05
770,20.09,5.67,-0.81
780,17.94,5.45,0.53
790,14.86,5.35,2.07
800,11.94,5.02,3.08
810,8.9,4.87,4.33
820,5.92,4.87,5.37
830,3.34,5.02,6.98
840,-0.45,4.9,10.0
850,-4.65,5.82,14.26
860,-7.13,6.74,13.7
870,-9.85,6.71,14.78
880,-10.86,7.41,12.49
890,-10.33,7.6,10.11
900,-9.28,7.72,8.69
910,-8.17,7.81,7.89
920,-6.89,7.6,7.25
930,-5.8,7.27,7.19
940,-5.45,7.39,7.41
950,-4.7,7.01,8.54
960,-4.26,7.11,7.94
970,-3.15,6.59,5.51
980,-3.92,6.0,6.3
990,-3.74,5.87,7.05
1000,-2.47,6.61,6.45
