timestamp,x,y,z
0,-1.82,5.41,6.4
10,-1.87,5.41,6.37
20,-1.83,5.43,6.31
30,-1.85,5.45,6.41
40,-1.82,5.49,6.53
50,-1.85,5.5,6.63
60,-1.76,5.49,6.63
70,-1.71,5.49,6.69
80,-1.76,5.52,6.71
90,-1.78,5.52,6.65
100,-1.82,5.54,6.59
110,-1.83,5.52,6.54
120,-1.76,5.51,6.52
130,-1.77,5.54,6.51
140,-1.74,5.55,6.49
150,-1.74,5.55,6.51
160,-1.76,5.55,6.5
170,-1.73,5.53,6.5
180,-1.8,5.55,6.53
190,-1.9,5.56,6.62
200,-1.97,5.58,6.65
210,-1.89,5.57,6.67
220,-1.9,5.58,6.69
230,-1.89,5.54,6.67
240,-1.84,5.49,6.6
250,-1.82,5.48,6.62
260,-1.9,5.51,6.69
270,-1.89,5.5,6.67
280,-1.89,5.49,6.57
290,-1.9,5.47,6.56
300,-2.0,5.49,6.59
310,-2.07,5.5,6.61
320,-2.01,5.5,6.67
330,-2.02,5.54,6.74
340,-2.15,5.6,6.77
350,-2.2,5.59,6.92
360,-2.18,5.69,6.73
370,-2.2,5.68,6.72
380,-2.31,5.71,6.81
390,-2.56,5.86,7.04
400,-2.92,6.0,7.11
410,-3.35,6.15,7.22
420,-3.73,6.32,7.34
430,-3.92,6.42,7.36
440,-4.0,6.46,7.26
450,-4.36,6.6,7.3
460,-5.12,6.89,7.42
470,-5.97,7.08,7.52
480,-6.01,7.09,7.18
490,-5.34,6.9,6.95
500,-4.51,6.62,6.45
510,-3.21,6.4,6.33
520,-2.7,6.61,6.06
530,-2.51,6.46,6.29
540,-1.83,6.28,5.97
550,-1.15,6.02,5.62
560,-0.26,5.71,5.29
570,0.68,5.44,5.11
580,1.73,5.22,5.03
590,2.7,5.02,5.02
600,3.78,4.72,5.09
610,5.39,4.24,4.91
620,7.87,3.59,4.47
630,10.11,3.02,4.74
640,11.14,2.65,5.66
650,12.37,2.21,6.25
660,14.42,1.57,6.61
670,15.47,0.68,7.54
680,14.31,0.09,8.46
690,11.68,-0.08,9.01
700,8.41,-0.05,9.66
710,5.61,0.21,10.28
720,3.28,0.28,10.71
730,1.1,0.29,10.33
740,-2.21,0.68,10.19
750,-6.15,1.22,9.85
760,-8.61,1.65,8.56
770,-10.74,2.24,7.15
780,-12.59,2.77,6.33
790,-14.56,3.06,6.34
800,-15.73,3.81,4.97
810,-16.59,3.69,3.78
820,-17.17,3.95,2.27
830,-16.33,3.89,1.71
840,-15.33,3.76,1.67
850,-13.83,3.31,1.9
860,-12.45,2.92,2.27
870,-11.52,2.59,2.66
880,-11.0,2.52,2.76
890,-10.69,2.6,3.04
900,-10.83,2.72,3.34
910,-10.73,2.59,3.13
920,-10.66,2.38,2.8
930,-10.8,1.99,2.98
940,-10.68,1.63,3.11
950,-10.82,1.49,3.67
960,-10.41,1.09,4.61
970,-9.36,0.66,5.6
980,-8.06,0.44,6.49
990,-6.44,0.38,7.83
1000,-4.5,0.62,8.72
