timestamp,x,y,z
0,4.23,8.93,0.28
10,4.05,9.02,0.51
20,3.96,9.05,0.56
30,3.85,9.09,0.47
40,3.83,9.08,0.5
50,3.86,9.03,0.15
60,3.88,8.98,0.04
70,3.68,9.0,0.21
80,3.63,9.03,0.39
90,3.67,9.03,0.41
100,3.65,8.96,0.37
110,3.61,8.84,0.2
120,3.7,8.65,-0.29
130,3.81,8.49,-0.67
140,3.79,8.25,-0.74
150,3.75,7.97,-1.06
160,3.77,7.7,-1.46
170,3.92,7.53,-1.81
180,3.97,7.36,-2.09
190,4.2,7.18,-2.44
200,4.3,6.92,-2.55
210,4.81,6.53,-2.67
220,5.93,6.07,-3.2
230,7.31,5.37,-4.3
240,8.93,4.62,-6.08
250,10.46,3.94,-7.58
260,12.65,3.44,-9.22
270,15.31,3.18,-10.98
280,17.64,3.17,-12.19
290,18.78,3.17,-12.27
300,18.74,3.49,-10.55
310,18.26,3.79,-7.87
320,17.22,4.01,-4.54
330,15.78,4.35,-0.66
340,14.26,4.42,2.46
350,11.84,4.36,5.76
360,8.6,4.48,8.57
370,5.32,5.08,10.47
380,2.69,5.75,12.1
390,0.74,6.44,13.36
400,-0.88,6.97,13.83
410,-3.23,7.3,14.68
420,-6.75,7.48,15.99
430,-11.04,7.56,16.61
440,-14.44,7.32,16.45
450,-16.01,7.19,15.07
460,-15.95,6.85,13.1
470,-14.99,6.44,11.22
480,-13.34,6.21,9.39
490,-11.59,6.05,8.76
500,-10.15,5.99,8.72
510,-9.76,5.81,8.82
520,-10.11,5.61,8.85
530,-10.4,5.7,8.91
540,-10.34,5.83,8.84
550,-9.34,5.61,8.43
560,-7.91,5.79,7.94
570,-6.06,5.97,8.63
580,-3.49,5.82,8.52
590,-0.68,6.07,8.66
600,2.08,6.07,7.98
610,3.9,5.87,6.55
620,5.83,5.93,5.32
630,8.42,6.05,3.53
640,10.84,6.08,2.32
650,12.14,6.65,2.26
660,13.17,7.09,2.19
670,14.09,6.96,0.9
680,14.15,7.08,-0.4
690,13.5,6.85,-0.86
700,12.91,6.48,-2.51
710,12.63,6.18,-4.17
720,12.6,5.99,-4.61
730,12.79,5.75,-5.01
740,12.11,5.81,-4.65
750,11.38,6.07,-4.03
760,11.34,5.8,-3.98
770,11.26,5.52,-4.14
780,11.33,5.38,-4.81
790,11.92,5.32,-4.8
800,12.39,5.41,-5.11
810,12.54,5.67,-5.28
820,12.37,5.94,-4.87
830,11.59,6.16,-4.5
840,10.71,6.48,-3.58
850,9.89,6.93,-1.51
860,9.24,7.03,0.03
870,8.5,7.17,1.55
880,7.34,7.44,3.17
890,6.32,7.88,3.84
900,5.99,8.42,3.47
910,5.3,8.75,3.53
920,4.49,8.85,3.92
930,3.37,8.91,4.94
940,2.03,8.95,5.97
950,0.68,8.89,6.65
960,-0.02,8.8,6.88
970,0.28,9.1,6.16
980,0.99,9.34,5.4
990,1.41,9.57,5.16
1000,1.42,9.75,5.63
