timestamp,x,y,z
0,6.12,8.09,0.95
10,6.11,8.12,1.1
20,6.09,8.11,1.15
30,5.88,8.13,1.33
40,5.8,8.14,1.37
50,5.88,8.11,1.32
60,6.0,8.07,1.11
70,6.09,8.03,1.05
80,6.12,8.03,1.02
90,6.12,8.0,1.05
100,6.07,7.98,1.13
110,5.89,7.96,1.22
120,5.8,7.86,1.05
130,5.76,7.79,0.69
140,5.82,7.73,0.48
150,5.88,7.68,0.42
160,5.94,7.68,0.51
170,6.19,7.62,0.29
180,6.44,7.57,-0.01
190,6.62,7.52,-0.27
200,6.7,7.39,-0.36
210,6.99,7.27,-0.57
220,7.23,7.12,-0.65
230,7.52,6.89,-0.87
240,7.99,6.54,-1.48
250,8.56,6.14,-2.06
260,9.33,5.66,-2.9
270,10.14,5.17,-3.92
280,10.93,4.65,-4.89
290,11.6,4.13,-5.95
300,12.16,3.62,-6.98
310,13.08,3.02,-8.1
320,13.9,2.42,-8.92
330,14.76,1.96,-8.43
340,14.53,2.13,-5.88
350,13.0,2.51,-2.83
360,12.0,2.94,-0.87
370,11.34,3.2,1.28
380,10.09,3.51,3.34
390,8.84,3.82,4.86
400,7.74,4.53,6.57
410,5.74,5.28,8.47
420,3.85,5.98,9.53
430,2.69,6.55,9.98
440,0.93,6.95,10.57
450,-1.0,7.18,10.65
460,-2.66,7.35,11.04
470,-4.1,7.6,11.59
480,-5.23,8.06,11.94
490,-5.85,8.34,11.66
500,-5.88,8.39,10.94
510,-5.58,8.42,10.34
520,-5.55,8.36,10.31
530,-6.08,8.26,10.74
540,-6.5,8.16,10.96
550,-6.33,7.95,10.83
560,-5.77,7.61,10.74
570,-4.06,7.05,9.25
580,-3.16,7.13,8.97
590,-1.86,7.61,9.86
600,0.37,6.82,10.02
610,0.97,7.36,9.6
620,2.18,7.15,9.33
630,3.6,6.72,8.38
640,4.48,6.34,6.88
650,5.51,5.69,5.4
660,5.83,6.13,4.87
670,5.8,5.89,5.24
680,5.89,5.9,4.15
690,5.51,6.27,4.46
700,5.52,6.43,5.69
710,7.02,5.78,4.67
720,7.89,5.48,3.47
730,9.67,4.85,2.73
740,12.74,3.81,-0.25
750,15.21,3.07,-3.39
760,16.35,2.66,-5.1
770,16.98,3.01,-5.92
780,16.39,3.32,-5.52
790,16.0,3.19,-5.44
800,15.48,3.39,-5.35
810,15.01,3.28,-5.19
820,14.79,3.21,-4.91
830,14.11,3.2,-4.46
840,12.81,3.37,-3.69
850,12.42,3.67,-2.61
860,12.14,3.79,-2.72
870,11.17,3.91,-1.72
880,10.65,4.08,-1.04
890,9.87,4.72,-0.01
900,9.42,5.41,1.36
910,8.99,6.16,3.14
920,7.75,6.75,5.37
930,6.56,7.2,6.57
940,5.68,7.44,7.38
950,4.87,7.4,7.3
960,4.65,7.71,6.48
970,4.7,8.09,6.2
980,3.77,8.49,6.68
990,2.93,8.75,7.2
1000,1.98,8.8,7.83
