timestamp,x,y,z
0,1.9,9.67,0.3
10,2.04,9.57,0.19
20,2.14,9.4,0.06
30,2.22,9.21,-0.13
40,2.19,9.01,-0.17
50,2.14,8.8,-0.24
60,2.12,8.61,-0.32
70,2.13,8.31,-0.36
80,2.32,7.95,-0.38
90,2.68,7.4,-0.62
100,2.93,6.64,-0.89
110,3.16,5.67,-1.23
120,3.29,4.61,-1.64
130,3.29,3.49,-2.3
140,3.05,2.43,-3.33
150,2.37,1.58,-4.19
160,1.8,0.94,-4.97
170,1.4,0.34,-5.29
180,0.92,-0.07,-5.09
190,0.75,-0.39,-4.61
200,0.78,-0.52,-3.74
210,0.65,-0.21,-2.33
220,0.62,0.49,-0.98
230,0.17,1.45,0.22
240,-0.85,2.43,1.19
250,-2.38,3.52,1.72
260,-4.47,4.78,2.04
270,-6.52,6.18,2.64
280,-8.13,7.56,3.0
290,-9.24,9.27,4.38
300,-7.96,11.43,7.06
310,-3.39,13.53,11.46
320,3.47,15.85,16.48
330,8.13,19.24,21.79
340,11.65,22.9,27.76
350,12.77,25.9,33.13
360,13.07,27.04,34.4
370,14.69,25.22,30.1
380,13.74,22.31,24.11
390,10.41,19.26,18.74
400,5.26,17.04,15.16
410,0.12,15.6,13.71
420,-2.39,14.07,12.78
430,-3.89,12.62,12.1
440,-2.93,10.76,10.74
450,-2.13,8.82,9.1
460,-0.42,6.56,6.43
470,0.61,3.57,4.03
480,-1.74,3.99,1.83
490,-3.62,2.76,2.83
500,-3.27,0.83,0.59
510,-3.25,0.19,-1.88
520,-3.15,-0.39,-3.08
530,-3.06,-0.74,-4.07
540,-3.79,-0.2,-4.05
550,-4.66,0.94,-3.39
560,-4.28,1.48,-3.24
570,-3.19,1.73,-3.66
580,-2.7,2.9,-3.11
590,-2.39,4.08,-1.95
600,-1.29,4.55,-2.05
610,-0.64,5.12,-2.47
620,-1.2,6.95,-1.71
630,-1.9,8.06,0.37
640,-0.68,7.87,-0.11
650,-0.56,8.87,0.6
660,-0.21,9.44,1.49
670,0.93,9.24,0.9
680,1.06,9.48,0.39
690,0.31,10.15,1.05
700,-0.34,10.64,2.4
710,0.36,10.51,2.11
720,0.82,10.18,1.63
730,1.44,10.15,0.94
740,1.61,9.68,0.95
750,1.54,9.36,0.06
760,0.97,9.23,-0.27
770,0.58,9.32,-0.33
780,0.21,9.25,0.06
790,-0.03,9.26,0.42
800,-0.04,9.14,0.35
810,0.28,9.0,0.27
820,0.4,9.17,0.34
830,0.29,9.36,0.72
840,0.66,9.18,0.32
850,1.12,8.51,0.06
860,-0.45,9.73,0.75
870,0.3,9.43,1.07
880,0.26,9.61,0.17
890,0.96,8.88,0.76
900,1.12,9.02,-0.28
910,0.53,9.45,-0.07
920,0.05,9.48,0.23
930,-0.2,9.3,0.97
940,-0.17,9.88,0.88
950,0.93,9.79,0.65
960,0.79,9.57,0.53
970,1.05,9.57,0.52
980,0.52,9.87,0.8
990,0.47,9.86,0.78
1000,0.76,9.54,0.46
