timestamp,x,y,z
0,0.18,9.16,2.78
10,0.14,9.15,2.76
20,0.12,9.01,2.69
30,0.03,8.99,2.72
40,-0.01,9.03,2.71
50,0.04,9.01,2.64
60,0.05,8.96,2.63
70,-0.08,8.99,2.77
80,0.02,8.97,2.79
90,0.08,8.94,2.74
100,0.13,8.9,2.74
110,0.06,8.92,2.69
120,0.09,8.86,2.55
130,0.1,8.87,2.51
140,0.09,8.86,2.59
150,0.17,8.84,2.53
160,0.22,8.83,2.54
170,0.28,8.84,2.45
180,0.28,8.84,2.46
190,0.23,8.87,2.52
200,0.2,8.91,2.64
210,0.29,8.82,2.56
220,0.33,8.77,2.41
230,0.28,8.76,2.47
240,0.19,8.75,2.45
250,0.17,8.58,2.37
260,0.23,8.46,2.2
270,0.31,8.19,2.07
280,0.54,7.6,1.71
290,0.32,6.83,1.36
300,-0.09,5.55,0.78
310,-0.15,3.86,-0.05
320,0.06,2.37,-1.24
330,-0.0,0.93,-2.72
340,0.12,-0.41,-4.28
350,0.33,-1.55,-5.22
360,0.42,-2.68,-6.44
370,0.84,-3.53,-6.19
380,2.16,-3.55,-5.54
390,3.5,-3.45,-4.92
400,3.66,-3.1,-3.29
410,2.31,-1.86,-0.54
420,0.37,-0.36,1.82
430,-0.81,1.22,3.19
440,-1.97,2.74,5.23
450,-2.23,4.97,8.19
460,-0.96,7.3,11.45
470,0.91,9.48,14.85
480,2.86,11.69,17.91
490,4.47,14.02,21.41
500,5.63,16.34,24.41
510,5.92,18.4,26.95
520,5.58,19.68,28.57
530,5.15,20.39,28.05
540,5.24,20.02,26.01
550,5.43,18.74,22.55
560,4.74,17.12,19.61
570,3.41,15.52,17.34
580,2.32,14.04,16.27
590,1.31,13.18,16.1
600,0.9,12.51,16.19
610,1.88,11.75,16.24
620,3.28,10.05,15.59
630,5.54,9.16,13.45
640,6.14,7.08,11.44
650,4.87,5.44,9.15
660,2.74,4.66,8.04
670,1.42,3.12,6.39
680,1.15,1.19,3.89
690,0.17,0.22,1.94
700,-1.51,0.09,0.95
710,-2.07,0.27,-0.27
720,-2.0,-0.03,-0.95
730,-2.57,0.32,-1.19
740,-2.16,0.29,-1.93
750,-1.47,0.37,-2.92
760,-1.86,1.23,-2.41
770,-2.54,2.06,-1.46
780,-2.75,2.95,-1.48
790,-2.5,3.84,-1.43
800,-2.15,4.45,-0.74
810,-2.19,5.22,0.27
820,-2.31,5.82,0.57
830,-2.44,6.5,1.5
840,-1.83,7.1,1.64
850,-0.98,7.12,1.9
860,-0.36,7.44,2.0
870,-0.23,7.64,2.09
880,-0.43,8.42,2.63
890,-0.39,8.67,3.56
900,0.06,8.53,3.03
910,0.52,8.39,2.79
920,0.55,8.71,3.4
930,0.51,8.63,3.35
940,0.38,8.49,3.22
950,0.41,8.64,3.27
960,0.38,8.77,3.64
970,0.59,8.9,3.51
980,0.89,8.73,3.45
990,1.2,8.66,2.96
1000,1.13,8.71,2.9
