timestamp,x,y,z
0,-1.16,8.97,3.5
10,-1.28,9.08,3.55
20,-1.4,9.22,3.79
30,-1.5,9.2,4.04
40,-1.51,9.2,3.95
50,-1.3,9.25,4.01
60,-1.34,9.36,4.3
70,-1.64,9.51,4.87
80,-1.97,9.7,5.54
90,-2.0,9.74,5.74
100,-1.48,9.85,5.67
110,-0.85,9.69,5.29
120,-0.06,9.18,4.43
130,0.47,8.54,3.37
140,0.45,7.78,2.29
150,0.51,6.54,0.92
160,0.4,4.68,-0.74
170,-0.56,2.72,-3.05
180,-0.97,0.63,-6.38
190,-1.66,-1.31,-9.9
200,-2.71,-2.26,-11.83
210,-2.88,-2.56,-10.35
220,-0.95,-2.95,-8.58
230,1.08,-3.43,-7.15
240,2.84,-3.48,-5.46
250,5.13,-3.63,-4.3
260,6.96,-3.7,-3.61
270,6.58,-3.33,-2.01
280,5.01,-2.81,0.12
290,1.67,-1.82,2.99
300,-3.42,-0.01,6.0
310,-6.04,1.89,8.33
320,-7.81,4.45,12.41
330,-9.08,7.8,18.65
340,-7.63,10.76,22.66
350,-5.13,12.83,25.62
360,-1.72,15.01,27.42
370,2.43,16.59,29.17
380,4.25,17.8,30.0
390,4.91,17.93,28.58
400,5.33,17.01,25.53
410,3.83,15.62,22.06
420,2.52,14.2,18.49
430,1.5,12.61,15.89
440,0.69,11.35,13.9
450,0.3,10.57,13.73
460,-1.04,10.8,15.07
470,0.39,11.43,16.16
480,4.12,10.79,16.01
490,7.13,9.36,14.92
500,7.05,8.49,13.78
510,5.6,7.06,11.6
520,2.77,6.03,9.09
530,0.39,5.08,8.02
540,-1.73,4.31,7.1
550,-2.36,2.57,5.08
560,-2.14,1.7,2.49
570,-2.19,0.87,1.44
580,-2.17,0.2,0.09
590,-2.45,0.28,-1.4
600,-3.06,1.24,-1.38
610,-2.33,0.91,-1.71
620,-1.67,0.46,-2.64
630,-2.18,1.38,-2.91
640,-2.33,2.2,-1.71
650,-1.87,2.05,-1.4
660,-2.03,2.49,-1.87
670,-2.28,3.9,-1.37
680,-2.69,4.68,0.13
690,-1.98,4.64,0.02
700,-1.71,5.14,-0.02
710,-1.84,6.07,0.85
720,-1.51,6.37,1.33
730,-1.27,6.73,1.29
740,-1.58,7.41,2.03
750,-1.69,7.68,2.57
760,-1.61,7.96,2.56
770,-1.76,8.59,3.03
780,-1.67,8.73,3.72
790,-1.5,8.72,3.57
800,-1.47,8.95,3.86
810,-1.46,8.89,4.22
820,-1.55,8.87,3.79
830,-1.27,8.78,3.23
840,-1.58,8.81,3.38
850,-1.76,8.9,3.58
860,-1.52,8.58,3.5
870,-1.47,8.64,3.37
880,-1.32,8.52,3.39
890,-1.47,8.4,3.16
900,-1.87,8.74,3.06
910,-1.25,8.15,3.4
920,-1.8,9.13,3.03
930,-1.0,8.22,4.09
940,-0.33,8.39,3.2
950,-1.23,8.57,3.27
960,-1.51,8.91,3.75
970,-0.72,8.59,3.4
980,-0.62,8.24,3.0
990,-0.79,8.27,3.43
1000,-1.1,8.38,3.07
