timestamp,x,y,z
0,0.42,9.73,0.0
10,0.4,9.7,-0.08
20,0.35,9.66,-0.08
30,0.22,9.71,-0.01
40,0.19,9.69,-0.01
50,0.31,9.67,-0.02
60,0.42,9.7,0.03
70,0.4,9.74,0.11
80,0.44,9.72,0.03
90,0.41,9.64,-0.02
100,0.2,9.65,-0.03
110,0.08,9.64,-0.04
120,0.11,9.58,-0.09
130,0.15,9.63,-0.11
140,0.27,9.64,-0.09
150,0.4,9.6,-0.16
160,0.4,9.66,-0.17
170,0.41,9.63,-0.07
180,0.37,9.62,-0.07
190,0.33,9.62,-0.0
200,0.43,9.5,-0.08
210,0.47,9.44,-0.05
220,0.46,9.32,-0.1
230,0.57,9.17,-0.17
240,0.65,8.98,-0.23
250,0.75,8.72,-0.34
260,0.74,8.56,-0.33
270,0.68,8.35,-0.3
280,0.83,8.02,-0.35
290,1.15,7.56,-0.54
300,1.56,7.03,-0.77
310,2.13,6.3,-1.07
320,2.85,5.35,-1.61
330,3.49,4.39,-2.15
340,4.04,3.53,-2.64
350,4.26,2.68,-2.97
360,4.37,1.89,-3.34
370,4.2,1.22,-3.74
380,4.01,0.75,-4.26
390,4.08,0.68,-3.94
400,3.45,0.69,-3.81
410,2.52,0.48,-3.89
420,1.15,0.18,-3.56
430,-0.09,0.14,-1.96
440,-2.16,1.13,2.06
450,-5.46,3.39,7.1
460,-7.29,6.0,11.09
470,-7.23,8.76,14.55
480,-5.83,11.19,17.54
490,-5.22,13.66,20.63
500,-7.18,16.15,23.44
510,-8.75,17.68,23.48
520,-8.16,18.1,21.67
530,-6.45,18.04,19.8
540,-4.94,17.85,18.88
550,-3.58,17.29,17.84
560,-2.45,16.23,15.87
570,-2.44,14.99,14.29
580,-3.55,14.13,13.62
590,-5.25,13.97,13.66
600,-7.14,13.61,14.31
610,-6.5,13.94,13.69
620,-3.53,12.55,13.58
630,-1.94,11.25,12.28
640,-0.74,9.92,9.95
650,0.74,8.21,7.93
660,1.1,6.72,6.51
670,0.51,5.72,4.77
680,0.12,4.34,3.62
690,-0.76,4.07,2.37
700,-0.91,3.05,1.76
710,-0.27,2.2,0.47
720,-0.25,2.15,-1.2
730,-0.48,2.17,-1.75
740,-0.53,2.12,-2.18
750,-0.24,2.03,-2.97
760,-0.52,2.41,-3.64
770,-0.82,2.69,-4.06
780,-0.84,3.17,-3.99
790,-1.54,4.03,-3.39
800,-1.69,4.47,-3.01
810,-1.72,4.99,-2.82
820,-2.17,5.61,-2.49
830,-2.12,6.0,-2.13
840,-2.03,6.38,-1.99
850,-1.96,6.79,-1.95
860,-1.6,6.92,-2.12
870,-1.3,7.06,-2.47
880,-1.48,7.52,-2.49
890,-1.64,7.87,-2.19
900,-1.67,8.2,-1.95
910,-1.89,8.58,-1.57
920,-1.79,8.81,-1.27
930,-1.6,8.94,-1.23
940,-1.68,9.13,-1.03
950,-1.52,9.26,-1.04
960,-1.22,9.45,-1.06
970,-1.06,9.54,-0.87
980,-0.98,9.64,-0.7
990,-1.0,9.68,-0.52
1000,-1.17,9.82,-0.46
