timestamp,x,y,z
0,-0.44,8.88,1.34
10,-0.27,8.68,1.22
20,-0.08,8.5,1.16
30,-0.12,8.42,1.07
40,0.05,8.09,0.91
50,0.28,7.37,0.37
60,0.63,6.62,-0.45
70,0.79,5.99,-1.12
80,0.81,5.43,-1.6
90,0.61,4.81,-2.05
100,0.23,4.33,-2.36
110,-0.3,3.92,-2.43
120,-0.54,3.41,-2.71
130,-0.47,2.8,-3.2
140,-0.03,2.01,-3.82
150,0.82,1.36,-4.19
160,1.93,0.73,-4.03
170,3.66,0.34,-3.69
180,5.27,0.2,-2.73
190,6.71,0.33,-1.71
200,8.13,0.05,-1.04
210,8.42,0.45,2.03
220,4.32,2.73,7.75
230,0.81,4.17,10.25
240,0.45,4.98,10.29
250,0.87,5.26,9.87
260,-0.48,5.58,9.67
270,-3.69,7.02,11.53
280,-7.53,8.56,13.69
290,-9.49,9.92,15.17
300,-9.52,11.83,17.2
310,-9.37,13.73,19.51
320,-9.29,15.32,21.2
330,-7.03,16.22,22.28
340,-4.24,16.86,22.92
350,-0.92,16.65,21.96
360,2.02,16.05,20.11
370,2.28,14.99,18.5
380,0.66,13.73,16.79
390,-1.2,12.89,15.77
400,-1.7,12.13,15.01
410,-2.98,11.66,15.05
420,-2.83,11.91,14.9
430,-0.74,11.53,14.91
440,2.49,10.81,15.08
450,5.45,10.15,14.62
460,6.3,8.85,13.17
470,3.81,9.41,12.68
480,-0.03,9.8,13.29
490,-0.29,7.45,11.65
500,1.07,4.23,8.31
510,-0.38,3.71,6.01
520,-1.7,2.94,4.76
530,-1.51,1.39,2.45
540,-1.82,0.69,0.22
550,-3.12,1.02,-0.51
560,-2.62,0.24,-1.08
570,-1.5,-0.54,-2.63
580,-1.57,-0.83,-3.51
590,-2.57,-0.06,-3.82
600,-2.88,0.5,-3.8
610,-2.52,1.08,-3.86
620,-2.78,1.69,-3.79
630,-2.81,2.48,-3.78
640,-2.71,2.85,-2.98
650,-2.92,3.47,-2.97
660,-3.02,4.19,-2.72
670,-3.3,4.82,-1.99
680,-3.21,5.4,-1.21
690,-2.74,5.83,-0.99
700,-2.36,6.72,-1.2
710,-2.47,6.98,-0.36
720,-2.67,7.48,-0.22
730,-3.02,8.01,0.54
740,-3.61,8.82,1.24
750,-3.64,8.62,1.98
760,-3.28,8.96,1.51
770,-3.13,9.38,1.69
780,-2.94,9.55,1.79
790,-2.9,9.65,1.92
800,-2.68,9.69,2.54
810,-2.47,9.86,2.86
820,-1.77,9.4,2.74
830,-1.38,9.18,1.92
840,-1.77,9.58,1.61
850,-1.75,9.68,1.82
860,-1.6,9.39,2.23
870,-1.49,9.52,2.05
880,-0.77,8.94,1.96
890,-1.6,9.32,1.74
900,-1.73,9.7,1.75
910,-1.6,8.6,3.33
920,-0.68,8.51,1.81
930,-1.87,9.4,2.33
940,-0.99,9.29,2.27
950,-1.09,8.84,1.52
960,-1.87,9.19,2.03
970,-1.92,9.38,2.21
980,-1.09,8.81,1.98
990,-1.07,8.94,1.5
1000,-1.88,9.31,2.07
