timestamp,x,y,z
0,2.05,9.45,0.56
10,2.06,9.45,0.59
20,2.13,9.44,0.62
30,2.19,9.39,0.62
40,2.12,9.43,0.7
50,2.16,9.4,0.72
60,2.25,9.33,0.65
70,2.25,9.26,0.64
80,2.25,9.2,0.59
90,2.31,9.12,0.49
100,2.31,9.0,0.5
110,2.35,8.91,0.54
120,2.38,8.7,0.54
130,2.3,8.51,0.61
140,2.35,8.19,0.52
150,2.43,7.6,0.13
160,2.48,6.92,-0.28
170,2.27,6.19,-0.62
180,1.88,5.23,-1.0
190,1.42,3.88,-1.6
200,1.13,2.15,-2.42
210,1.17,0.28,-3.58
220,1.5,-1.38,-4.85
230,1.75,-2.65,-5.85
240,1.8,-3.26,-6.36
250,1.28,-3.24,-5.66
260,0.02,-3.04,-4.0
270,-1.67,-2.34,-2.49
280,-3.28,-1.54,-1.21
290,-4.27,-0.51,0.13
300,-4.98,0.69,1.94
310,-5.9,2.03,4.61
320,-6.24,3.75,7.76
330,-3.63,5.52,10.65
340,2.26,7.73,14.24
350,9.0,10.52,18.08
360,14.7,13.45,21.38
370,17.69,15.37,23.32
380,19.53,18.39,24.39
390,19.34,19.73,24.93
400,18.3,19.5,24.11
410,17.35,18.86,22.06
420,15.8,17.84,18.9
430,13.87,16.39,15.88
440,11.79,14.88,13.79
450,9.72,13.33,12.57
460,7.18,12.61,12.03
470,6.47,11.97,11.61
480,7.58,10.94,11.38
490,9.11,10.16,11.57
500,9.44,9.62,11.64
510,8.1,7.8,11.23
520,6.82,8.43,11.46
530,6.51,6.6,9.71
540,5.15,4.92,7.67
550,3.14,3.81,6.2
560,0.58,3.99,5.54
570,-1.45,3.14,5.12
580,-2.01,2.42,3.22
590,-2.38,2.5,2.13
600,-2.81,2.42,1.28
610,-2.42,2.14,-0.16
620,-2.28,2.39,-0.89
630,-2.93,3.2,-0.62
640,-2.5,3.1,-0.69
650,-1.92,3.22,-1.37
660,-1.48,3.45,-1.84
670,-1.45,3.86,-2.24
680,-1.5,4.31,-1.79
690,-1.6,5.17,-1.5
700,-1.92,5.64,-1.21
710,-1.69,5.46,-1.32
720,-0.84,5.48,-1.89
730,-0.54,5.81,-1.81
740,-0.76,6.19,-1.64
750,-0.41,6.56,-1.44
760,-0.28,7.02,-1.2
770,-0.72,7.62,-1.07
780,-0.75,7.55,-0.68
790,-0.73,7.94,-0.58
800,-0.73,8.29,-0.52
810,-0.62,8.25,-0.47
820,-0.31,8.5,-0.4
830,-0.05,8.84,0.07
840,0.19,8.9,0.32
850,0.2,9.14,0.4
860,0.12,9.41,0.68
870,0.09,9.47,0.86
880,-0.05,9.71,0.83
890,-0.2,9.82,0.95
900,-0.12,9.74,0.89
910,-0.06,9.69,0.92
920,-0.19,9.85,0.93
930,-0.26,9.91,0.95
940,-0.15,9.87,0.79
950,-0.06,9.84,0.75
960,0.1,10.0,0.85
970,0.25,9.9,0.68
980,0.09,10.09,0.73
990,0.65,9.8,1.55
1000,0.15,10.01,1.69
