timestamp,x,y,z
0,4.64,8.71,0.7
10,4.66,8.77,0.71
20,4.69,8.81,0.71
30,4.74,8.73,0.61
40,4.88,8.76,0.51
50,5.05,8.85,0.51
60,5.42,8.93,0.42
70,6.09,8.94,0.01
80,7.27,8.96,-0.87
90,8.19,9.03,-1.78
100,8.31,9.08,-2.27
110,8.15,9.13,-2.39
120,8.12,9.13,-2.09
130,7.59,9.38,-0.05
140,5.85,10.13,3.54
150,2.52,10.66,6.6
160,-1.23,10.61,7.92
170,-4.35,10.25,8.0
180,-6.47,9.61,7.36
190,-7.67,8.67,6.64
200,-7.75,7.94,6.92
210,-7.0,7.37,6.8
220,-6.21,6.92,6.19
230,-5.26,6.49,5.58
240,-3.87,6.07,4.57
250,-2.59,5.54,3.57
260,-1.84,4.95,2.74
270,-1.22,4.34,2.39
280,-0.34,3.93,2.46
290,0.67,3.56,2.61
300,1.83,3.15,2.22
310,3.07,2.88,1.66
320,4.1,2.82,1.28
330,5.17,2.77,0.95
340,6.51,2.8,0.59
350,7.93,2.75,0.0
360,9.84,2.55,-1.11
370,11.55,2.46,-1.6
380,12.85,2.51,-1.18
390,14.07,3.0,-0.68
400,14.73,3.37,-0.95
410,14.38,3.84,-0.95
420,13.63,3.99,-0.96
430,12.74,4.34,-1.1
440,12.55,4.37,-1.32
450,13.05,4.48,-1.99
460,13.65,4.43,-3.02
470,13.94,4.33,-3.46
480,13.93,4.41,-3.04
490,13.74,4.77,-1.34
500,13.14,5.77,1.2
510,12.59,6.93,2.87
520,12.9,8.19,3.98
530,13.09,9.31,5.0
540,12.55,9.98,5.78
550,12.39,10.27,7.36
560,12.37,10.29,9.39
570,11.12,10.83,11.51
580,9.06,11.32,13.54
590,7.11,11.36,14.97
600,6.02,11.24,14.97
610,5.46,11.15,13.86
620,5.34,10.78,12.81
630,4.81,10.42,12.89
640,3.91,10.57,14.19
650,3.83,10.54,15.06
660,4.64,9.55,12.53
670,4.33,8.87,11.5
680,2.88,9.33,13.5
690,1.71,9.64,16.05
700,0.15,8.98,16.71
710,-0.87,7.32,14.26
720,-2.2,7.39,11.16
730,-1.81,6.68,11.43
740,-1.92,6.44,11.27
750,-2.98,6.53,10.88
760,-3.57,6.01,10.48
770,-3.5,5.04,9.4
780,-3.05,4.84,7.85
790,-2.88,5.49,8.36
800,-2.07,5.47,6.9
810,-2.09,4.72,6.25
820,-1.4,4.57,5.36
830,-2.03,5.66,5.65
840,-1.23,4.89,5.47
850,-1.04,4.19,4.89
860,-1.15,4.48,3.08
870,-1.29,4.72,3.01
880,-1.2,4.51,2.57
890,-0.4,3.61,1.72
900,-0.63,4.55,0.9
910,0.5,4.61,1.2
920,0.68,4.7,1.91
930,0.77,5.13,1.21
940,1.92,4.66,-0.28
950,2.68,4.47,-1.16
960,3.79,4.94,-1.5
970,5.3,4.93,-2.66
980,5.36,5.21,-3.16
990,5.32,5.66,-3.14
1000,5.27,6.46,-2.0
