timestamp,x,y,z
0,4.26,8.98,1.39
10,4.51,8.97,1.32
20,4.38,8.97,1.24
30,4.26,8.94,1.21
40,4.25,8.94,1.09
50,4.08,9.01,1.14
60,3.79,9.16,1.51
70,3.36,9.28,2.24
80,2.52,9.42,3.03
90,1.65,9.45,3.48
100,0.86,9.42,3.84
110,0.18,9.46,4.28
120,-0.2,9.5,4.67
130,-0.59,9.41,4.88
140,-1.03,9.1,4.58
150,-1.58,8.62,4.3
160,-2.33,7.97,4.08
170,-2.94,7.12,3.58
180,-3.11,6.3,2.34
190,-3.22,5.55,1.34
200,-3.34,5.11,0.89
210,-3.4,4.75,1.13
220,-3.19,4.46,1.61
230,-2.98,4.1,2.34
240,-2.15,3.76,2.81
250,-0.45,3.47,2.74
260,1.86,3.34,2.05
270,4.28,3.29,1.01
280,6.19,3.25,-0.01
290,7.74,3.33,-0.83
300,8.91,3.5,-1.17
310,9.26,3.71,-0.46
320,9.29,4.03,0.76
330,9.47,4.38,1.79
340,9.98,4.57,2.3
350,10.36,4.62,2.33
360,11.01,4.38,1.77
370,11.33,4.13,1.05
380,11.92,3.79,-0.14
390,12.9,3.63,-1.22
400,13.51,3.9,-0.96
410,13.5,4.51,-0.04
420,12.89,5.17,0.39
430,12.29,5.86,1.06
440,11.56,6.67,2.66
450,11.52,7.31,4.16
460,12.32,7.98,4.97
470,13.71,8.77,5.5
480,14.75,9.45,5.44
490,15.06,9.88,5.25
500,14.6,10.09,4.97
510,13.62,10.17,5.55
520,12.54,10.21,7.04
530,10.91,10.2,8.62
540,9.38,9.73,9.24
550,7.69,9.79,9.56
560,6.4,10.0,10.86
570,5.28,10.04,12.73
580,4.37,10.15,13.05
590,3.75,10.12,12.39
600,3.01,10.51,12.75
610,2.4,10.84,14.01
620,1.79,10.8,14.84
630,0.43,10.62,14.54
640,0.23,10.21,14.27
650,-0.53,9.6,13.59
660,-1.64,9.37,12.9
670,-2.37,8.97,12.69
680,-2.07,8.02,13.29
690,-2.62,8.17,12.2
700,-2.4,6.94,10.21
710,-1.56,7.87,8.41
720,-0.86,7.11,7.9
730,-0.39,6.35,6.38
740,-0.08,6.04,5.82
750,0.63,5.98,5.4
760,0.73,5.73,4.66
770,0.16,5.51,4.34
780,-0.28,5.59,4.18
790,-0.67,5.76,4.45
800,-1.13,5.66,4.01
810,-1.67,5.96,3.51
820,-1.54,5.84,3.08
830,-1.52,5.8,2.77
840,-1.49,5.8,2.65
850,-1.62,5.84,2.43
860,-1.47,5.71,1.99
870,-1.1,5.41,1.57
880,-0.93,5.37,1.4
890,-0.3,5.02,0.68
900,0.42,4.77,-0.33
910,1.27,4.89,-1.13
920,1.96,5.14,-1.17
930,2.52,5.45,-0.75
940,3.22,5.66,-0.62
950,3.87,5.86,-0.76
960,4.57,5.99,-0.83
970,5.05,6.24,-0.89
980,5.61,6.62,-0.71
990,6.13,6.96,-0.6
1000,6.22,7.24,-0.77
