timestamp,x,y,z
0,5.4,11.24,2.95
10,4.6,11.54,3.48
20,3.16,11.48,3.95
30,0.98,11.05,4.27
40,-1.0,10.44,4.2
50,-2.81,9.8,4.5
60,-4.2,9.17,4.81
70,-5.05,8.6,4.81
80,-5.35,8.15,4.92
90,-5.51,7.34,4.77
100,-5.8,6.35,4.37
110,-6.43,5.22,3.87
120,-7.64,4.11,3.58
130,-8.37,3.59,3.9
140,-7.94,3.7,4.46
150,-6.27,3.55,4.43
160,-3.97,2.86,3.12
170,-1.3,1.78,0.98
180,1.71,0.91,-1.25
190,4.7,0.51,-2.98
200,6.72,0.78,-4.12
210,7.95,1.36,-4.41
220,8.39,2.74,-3.34
230,8.26,4.26,-1.65
240,8.0,5.65,0.09
250,8.22,7.02,1.45
260,8.79,7.73,1.22
270,9.87,7.54,-0.48
280,11.14,7.18,-2.11
290,12.83,7.55,-2.71
300,13.51,8.6,-1.7
310,12.97,9.76,-0.2
320,12.0,10.69,1.32
330,10.92,11.44,2.93
340,10.2,12.16,4.18
350,9.97,12.71,4.93
360,10.1,12.64,4.24
370,10.8,12.27,3.45
380,11.26,12.56,2.83
390,10.35,13.52,3.92
400,10.52,13.31,5.18
410,7.98,13.79,6.24
420,6.69,13.31,8.18
430,4.4,13.09,8.29
440,3.09,13.58,9.58
450,1.8,12.81,9.78
460,0.66,13.05,10.54
470,-0.45,13.27,10.9
480,-1.38,12.76,10.44
490,-1.35,11.93,9.39
500,-1.26,11.26,8.6
510,-0.9,11.01,8.09
520,-0.41,10.72,8.0
530,-0.1,10.9,8.21
540,-0.13,10.66,7.81
550,-0.78,9.67,6.63
560,-1.38,9.32,6.19
570,-1.89,10.25,6.04
580,-0.47,8.13,7.2
590,-0.35,8.09,5.26
600,-0.09,7.74,4.81
610,-0.28,8.42,4.33
620,0.72,7.21,4.07
630,0.59,7.15,3.2
640,2.76,7.29,3.4
650,3.46,6.71,3.08
660,4.08,6.09,2.1
670,3.2,5.72,-0.23
680,2.22,6.61,1.63
690,2.6,7.2,2.72
700,2.08,7.33,1.98
710,2.36,6.47,0.89
720,2.82,6.55,0.11
730,3.06,6.38,-0.36
740,2.79,6.13,-0.65
750,3.0,6.06,-0.86
760,3.32,5.96,-0.86
770,3.62,6.21,-0.85
780,3.52,6.41,-0.57
790,3.65,6.54,-0.59
800,3.45,6.92,-0.29
810,3.11,7.38,0.22
820,3.11,7.83,0.24
830,3.19,8.02,0.15
840,3.39,8.37,0.25
850,3.77,8.47,-0.12
860,4.06,8.33,-0.14
870,4.3,8.41,0.01
880,4.29,8.63,0.22
890,4.13,8.82,0.71
900,4.3,8.83,0.4
910,4.34,8.72,0.05
920,4.34,8.67,0.02
930,4.32,8.6,-0.24
940,4.27,8.62,-0.12
950,4.45,8.73,-0.11
960,4.41,8.75,0.02
970,4.36,8.78,0.21
980,4.37,8.96,0.35
990,4.31,9.03,0.47
1000,4.41,9.13,0.44
