timestamp,x,y,z
0,2.57,8.77,2.52
10,2.59,8.77,2.49
20,2.61,8.78,2.51
30,2.64,8.81,2.5
40,2.65,8.86,2.42
50,2.53,9.0,2.62
60,2.31,9.27,3.06
70,2.22,9.53,3.37
80,2.16,9.87,3.52
90,2.1,10.22,3.8
100,1.78,10.54,4.18
110,1.14,10.64,4.55
120,0.34,10.62,4.74
130,-1.19,10.38,4.85
140,-2.23,9.94,4.74
150,-2.59,9.27,4.68
160,-2.94,8.28,4.6
170,-2.84,7.11,4.0
180,-2.79,5.71,3.6
190,-3.26,5.0,2.45
200,-3.93,4.42,1.53
210,-4.02,3.48,0.54
220,-4.29,2.45,-0.43
230,-4.26,1.44,-1.07
240,-3.62,0.62,-1.22
250,-2.76,0.22,-1.25
260,-1.23,0.12,-1.39
270,0.37,0.12,-1.35
280,2.17,0.7,-0.84
290,4.47,1.48,0.02
300,7.28,2.64,1.38
310,9.86,4.18,3.01
320,12.28,5.3,3.5
330,14.0,6.29,3.61
340,14.81,7.14,3.95
350,14.84,7.43,4.28
360,14.36,7.48,4.78
370,13.88,7.78,5.75
380,13.54,8.29,6.24
390,13.35,8.63,5.82
400,13.2,9.0,5.46
410,12.21,9.56,5.14
420,11.65,9.79,5.7
430,10.85,9.5,7.92
440,8.87,10.46,8.94
450,7.63,10.33,10.66
460,6.28,10.0,11.49
470,5.53,9.67,10.89
480,5.52,9.62,9.45
490,5.13,9.74,9.39
500,3.93,9.99,10.28
510,3.03,9.88,11.03
520,2.04,9.67,12.3
530,0.03,9.86,14.37
540,-1.56,10.02,15.46
550,-2.49,10.15,15.35
560,-2.95,10.27,14.6
570,-2.96,9.71,14.35
580,-3.44,9.63,13.9
590,-3.55,9.26,12.66
600,-3.65,8.67,11.99
610,-3.76,8.03,11.25
620,-3.97,7.55,10.84
630,-5.13,7.13,10.31
640,-4.76,6.72,9.13
650,-4.93,5.76,8.6
660,-5.09,5.66,7.62
670,-3.87,4.31,7.24
680,-2.25,5.42,5.41
690,-2.42,4.43,4.38
700,-2.28,4.66,3.22
710,-1.51,3.94,3.57
720,-1.5,3.62,3.36
730,-1.24,3.81,1.94
740,0.3,3.87,1.46
750,0.71,3.51,0.73
760,0.83,3.43,0.21
770,1.12,3.79,0.45
780,1.15,4.84,1.44
790,1.7,4.99,1.56
800,1.45,5.42,1.88
810,1.63,6.46,2.88
820,2.18,7.41,3.75
830,3.28,7.47,3.49
840,4.11,7.5,2.72
850,4.92,8.34,2.56
860,5.94,8.63,3.47
870,6.07,8.66,3.78
880,5.78,8.77,2.86
890,5.86,8.94,3.71
900,6.48,8.58,3.92
910,5.43,8.48,2.81
920,5.66,8.3,2.84
930,5.03,8.41,3.04
940,3.76,8.56,3.22
950,3.83,8.44,3.37
960,3.62,8.15,2.82
970,3.36,8.21,2.7
980,3.62,8.2,2.58
990,3.29,8.01,2.47
1000,3.06,8.01,2.52
