timestamp,x,y,z
0,3.49,9.59,-0.62
10,3.57,9.68,-0.7
20,3.77,9.84,-0.91
30,3.88,10.09,-1.02
40,4.19,10.2,-1.2
50,4.52,10.36,-1.38
60,4.78,10.8,-1.01
70,4.81,11.5,-0.04
80,4.12,12.23,1.5
90,3.09,12.93,2.74
100,1.77,13.36,4.05
110,0.41,13.14,5.02
120,-0.89,12.4,5.13
130,-2.21,11.19,4.84
140,-3.17,9.36,4.71
150,-3.86,7.58,4.79
160,-4.8,6.04,4.45
170,-5.82,4.45,3.54
180,-6.6,3.48,3.33
190,-7.17,3.26,4.22
200,-7.17,3.06,4.81
210,-5.71,2.55,4.0
220,-2.5,1.1,2.47
230,0.71,0.51,-0.0
240,3.26,-0.14,-1.96
250,5.37,-0.67,-3.37
260,7.01,-0.99,-3.91
270,7.61,-0.43,-3.77
280,8.21,0.1,-3.75
290,9.18,0.55,-4.31
300,8.94,1.91,-4.03
310,8.84,4.03,-3.02
320,8.89,6.7,-1.38
330,8.69,8.79,-0.29
340,8.74,9.93,-0.23
350,9.28,11.04,0.09
360,10.42,11.8,-0.17
370,10.97,12.4,-0.79
380,11.08,13.6,-0.39
390,10.98,15.26,0.68
400,10.78,16.59,2.1
410,9.69,17.25,3.34
420,8.46,17.2,3.46
430,7.18,17.0,3.93
440,5.72,17.11,4.65
450,5.2,16.75,5.84
460,4.02,16.52,6.72
470,2.52,16.42,7.93
480,0.46,16.53,9.31
490,-1.47,15.71,9.91
500,-2.65,15.22,9.44
510,-3.68,15.02,8.95
520,-3.22,13.79,9.28
530,-3.65,13.11,9.21
540,-3.66,12.66,8.32
550,-2.94,11.98,8.08
560,-2.4,11.37,7.44
570,-1.98,10.76,7.45
580,-2.08,10.18,6.73
590,-2.59,9.57,5.75
600,-1.61,8.42,6.18
610,-1.46,8.25,4.95
620,0.53,6.93,5.38
630,-1.5,7.76,2.46
640,0.16,6.98,3.48
650,0.94,6.45,2.82
660,0.95,6.43,2.12
670,2.5,6.24,2.29
680,3.37,6.3,1.38
690,3.57,6.72,0.31
700,4.5,6.17,-0.83
710,5.5,6.41,-1.4
720,5.99,7.04,-1.29
730,5.95,7.01,-1.66
740,5.97,7.08,-1.1
750,6.11,7.6,-1.31
760,5.8,7.49,-1.49
770,5.5,7.13,-1.76
780,5.01,6.84,-2.07
790,4.29,7.08,-1.81
800,3.91,7.44,-1.48
810,3.63,7.77,-1.22
820,3.49,7.93,-0.68
830,3.49,8.11,-0.86
840,4.08,7.79,-1.23
850,4.71,7.73,-1.72
860,4.92,7.65,-2.03
870,4.95,7.65,-1.53
880,4.62,8.41,-1.77
890,5.34,8.35,-1.36
900,4.9,8.19,-1.27
910,4.16,8.55,-1.16
920,3.53,8.8,-0.59
930,3.51,8.4,-0.55
940,3.32,7.96,-1.35
950,2.55,8.81,-1.27
960,3.23,8.95,0.02
970,3.21,8.96,0.2
980,3.41,9.09,-0.41
990,3.35,9.23,-0.15
1000,3.56,8.95,-0.36
