timestamp,x,y,z
0,4.79,9.4,-1.33
10,4.69,9.5,-1.33
20,4.69,9.54,-1.31
30,4.77,9.55,-1.5
40,4.89,9.57,-1.79
50,5.55,9.56,-2.53
60,5.94,9.7,-2.66
70,6.15,10.02,-2.61
80,6.66,10.35,-2.81
90,6.46,10.72,-2.18
100,5.9,11.48,-1.08
110,4.6,12.27,0.46
120,2.8,12.86,2.09
130,0.81,13.26,3.58
140,-0.72,12.92,4.43
150,-1.45,12.11,4.49
160,-2.08,10.82,4.32
170,-2.25,9.24,3.92
180,-2.44,7.97,3.85
190,-2.52,6.73,3.68
200,-3.11,5.26,3.45
210,-4.47,4.22,3.55
220,-5.4,3.67,4.04
230,-4.64,3.2,4.39
240,-3.1,2.52,3.78
250,-1.08,1.28,1.57
260,1.77,-0.07,-1.3
270,4.4,-0.48,-3.53
280,5.61,-1.36,-4.34
290,6.52,-0.6,-4.68
300,5.96,0.39,-3.56
310,5.35,2.12,-1.77
320,5.03,3.85,-1.06
330,5.43,5.54,-1.12
340,6.84,7.42,-0.62
350,8.58,8.87,-0.76
360,9.83,9.54,-1.62
370,10.65,10.36,-1.97
380,11.13,11.33,-1.91
390,11.01,11.61,-1.43
400,10.23,12.34,-1.42
410,10.2,12.75,-0.99
420,9.52,13.31,0.01
430,7.89,13.64,0.31
440,6.92,14.51,1.03
450,6.65,15.1,2.38
460,6.72,15.21,3.22
470,6.1,15.61,3.0
480,6.71,15.14,3.54
490,6.8,14.26,3.28
500,6.22,13.7,3.25
510,5.41,14.18,3.51
520,4.96,14.84,5.3
530,4.01,15.02,6.62
540,3.13,14.77,7.41
550,2.08,14.81,7.69
560,1.58,14.63,8.28
570,1.08,13.55,7.82
580,0.85,12.62,6.65
590,1.01,12.1,6.19
600,0.99,12.07,6.65
610,0.6,11.91,7.23
620,0.86,11.52,6.89
630,1.58,10.21,5.56
640,0.79,10.26,5.11
650,2.43,8.15,5.38
660,0.07,8.63,2.82
670,0.8,7.94,3.42
680,2.01,7.01,4.32
690,1.14,7.14,3.23
700,0.94,7.06,2.47
710,1.63,6.85,2.6
720,1.62,6.29,1.49
730,1.47,5.95,0.72
740,1.86,5.62,0.4
750,2.02,5.81,0.12
760,1.41,5.83,0.44
770,1.53,6.01,0.85
780,1.92,6.8,1.38
790,2.37,7.58,1.45
800,3.11,7.52,0.64
810,4.43,7.57,-0.22
820,5.64,7.64,-1.04
830,6.78,7.89,-1.83
840,8.12,7.74,-2.44
850,9.11,7.66,-3.01
860,9.05,7.77,-2.69
870,8.52,7.99,-2.31
880,7.74,7.88,-1.91
890,6.9,7.65,-1.67
900,5.71,7.92,-1.16
910,4.52,8.4,-0.23
920,3.31,8.71,0.29
930,2.54,8.79,0.57
940,2.63,9.12,0.62
950,2.94,9.27,0.59
960,3.6,9.03,-0.06
970,4.19,8.95,-0.69
980,4.6,9.02,-0.62
990,4.65,8.93,-0.81
1000,4.43,8.94,-0.44
