timestamp,x,y,z
0,3.83,9.62,-1.01
10,4.14,9.61,-1.38
20,4.65,9.73,-1.73
30,5.07,10.03,-1.79
40,5.43,10.43,-1.9
50,5.91,11.14,-1.87
60,6.11,11.86,-1.49
70,6.13,12.63,-0.89
80,5.55,13.73,0.45
90,4.25,14.61,2.4
100,2.37,15.16,4.38
110,0.47,14.6,5.57
120,-1.13,13.2,5.91
130,-2.38,11.36,5.38
140,-3.15,9.43,5.05
150,-3.72,7.4,4.17
160,-4.6,5.62,4.21
170,-5.79,4.14,4.25
180,-7.64,3.04,4.63
190,-9.11,2.52,5.33
200,-8.3,2.26,6.14
210,-6.1,1.57,5.61
220,-3.03,0.28,3.48
230,0.66,-0.42,1.15
240,3.82,-0.74,-1.23
250,6.21,-0.72,-2.91
260,7.84,-0.09,-3.77
270,8.5,0.31,-3.92
280,8.12,0.69,-4.57
290,6.97,1.28,-5.09
300,6.57,2.42,-4.6
310,6.81,4.52,-3.45
320,7.3,6.45,-2.4
330,8.26,7.84,-2.15
340,9.28,8.8,-2.49
350,10.21,9.34,-3.27
360,11.47,9.94,-4.41
370,13.39,11.24,-4.67
380,14.33,12.75,-4.12
390,13.71,13.73,-3.5
400,12.23,14.36,-2.26
410,10.37,14.79,-0.28
420,8.43,15.13,1.24
430,7.04,15.19,2.1
440,6.38,15.52,2.47
450,6.02,15.98,3.42
460,6.29,15.67,3.03
470,6.34,15.53,3.89
480,5.4,15.58,4.59
490,4.1,15.36,5.9
500,3.27,15.65,7.89
510,1.83,16.33,9.1
520,1.3,15.76,9.25
530,0.34,15.39,8.58
540,0.03,14.56,7.91
550,-0.41,13.8,7.82
560,-0.53,13.24,7.59
570,-0.84,12.77,7.52
580,-0.88,12.12,7.44
590,-0.86,11.43,7.14
600,-0.0,10.56,6.85
610,-0.34,10.33,5.36
620,0.32,8.96,5.12
630,0.33,8.68,4.26
640,0.69,8.37,3.96
650,1.44,7.77,3.91
660,2.48,7.02,3.11
670,1.57,7.47,2.12
680,2.17,7.34,1.74
690,2.21,7.22,1.57
700,1.61,7.05,1.28
710,2.03,7.2,1.35
720,2.43,7.54,1.23
730,2.63,7.04,0.24
740,2.99,6.95,0.05
750,3.47,6.96,-0.45
760,3.36,6.79,-1.06
770,3.55,6.86,-0.99
780,3.86,6.73,-1.48
790,4.01,6.76,-1.93
800,4.39,6.82,-1.9
810,4.81,6.8,-2.06
820,5.03,6.7,-2.12
830,5.22,6.73,-2.64
840,5.2,7.03,-2.52
850,4.97,7.4,-2.24
860,4.52,7.74,-1.94
870,4.24,8.16,-1.59
880,3.95,8.49,-1.07
890,3.62,8.6,-0.89
900,3.58,8.48,-1.01
910,3.36,8.48,-1.11
920,3.37,8.27,-1.17
930,3.22,8.18,-1.19
940,3.13,8.54,-1.03
950,3.2,9.04,-0.12
960,3.86,9.07,0.4
970,3.85,9.07,-0.17
980,4.54,8.87,-0.59
990,4.68,8.71,-0.9
1000,5.19,8.37,-1.23
