timestamp,x,y,z
0,4.16,9.96,0.13
10,4.43,10.04,0.05
20,4.79,10.3,0.01
30,5.11,10.69,0.09
40,5.43,10.86,-0.06
50,5.64,10.97,-0.18
60,5.7,11.26,0.05
70,5.43,11.54,0.64
80,4.75,11.74,1.31
90,3.82,11.91,1.94
100,2.85,11.88,2.74
110,1.68,11.51,3.35
120,0.03,10.74,4.16
130,-1.76,9.53,4.7
140,-3.48,8.06,4.76
150,-4.97,6.41,4.37
160,-6.03,5.23,3.82
170,-6.33,4.49,3.44
180,-5.9,4.06,3.48
190,-4.43,3.78,3.28
200,-2.61,3.26,2.73
210,-0.5,2.44,1.15
220,1.48,1.58,-0.5
230,3.15,0.89,-1.95
240,4.6,0.31,-3.05
250,5.93,-0.04,-3.75
260,7.2,0.08,-3.79
270,7.75,0.98,-2.8
280,7.6,2.09,-1.61
290,7.13,3.42,-0.87
300,6.75,4.75,-0.25
310,7.15,5.98,-0.01
320,8.28,7.15,-0.12
330,9.7,8.07,-0.5
340,11.2,9.13,-0.5
350,12.4,10.31,0.17
360,12.69,11.52,1.19
370,12.3,12.6,1.94
380,11.28,13.75,3.26
390,9.72,15.08,4.81
400,8.22,16.17,6.05
410,7.7,16.73,6.57
420,7.67,16.53,6.36
430,7.61,15.97,5.85
440,7.0,15.25,5.84
450,6.67,14.49,6.25
460,5.57,14.45,6.53
470,4.58,14.53,7.65
480,3.17,14.92,9.17
490,1.82,14.74,10.08
500,0.13,14.43,10.01
510,-0.22,13.34,9.8
520,-0.95,12.94,9.33
530,-0.78,11.55,8.78
540,-0.59,10.59,8.12
550,-0.68,9.96,6.99
560,-1.25,9.37,6.47
570,-1.43,8.81,6.39
580,-1.97,8.65,5.66
590,-2.06,8.01,4.67
600,-1.67,7.3,4.33
610,-0.08,6.32,4.81
620,-2.36,7.84,2.99
630,-1.35,7.29,2.84
640,-0.28,6.86,2.95
650,-0.91,7.07,2.08
660,-0.17,7.08,1.13
670,1.19,6.84,0.85
680,1.36,7.35,0.86
690,1.77,7.12,0.16
700,2.33,7.18,-0.51
710,2.43,7.28,-0.6
720,2.47,7.2,-1.06
730,2.53,6.92,-1.36
740,2.46,7.1,-1.1
750,2.86,7.42,-0.8
760,3.89,7.3,-0.43
770,4.22,7.71,-0.54
780,4.45,8.26,-0.28
790,4.94,8.43,-0.67
800,5.39,8.55,-1.19
810,5.91,8.57,-1.65
820,6.54,8.33,-2.12
830,7.03,8.22,-2.57
840,7.44,7.89,-2.14
850,7.35,7.93,-2.67
860,7.02,7.77,-2.54
870,6.35,7.57,-2.17
880,5.61,7.54,-2.03
890,5.1,7.38,-1.82
900,4.58,7.18,-1.61
910,4.3,7.02,-1.51
920,4.65,6.95,-1.05
930,5.16,7.33,-0.13
940,5.38,7.72,-0.15
950,5.63,8.28,-0.28
960,5.86,8.4,-0.08
970,5.9,8.41,-0.32
980,5.53,8.81,-0.32
990,5.44,9.05,-0.31
1000,5.18,9.21,-0.21
