timestamp,x,y,z
0,2.03,8.92,3.24
10,1.73,9.08,3.6
20,1.3,9.39,3.95
30,0.81,9.77,4.31
40,0.19,10.07,4.84
50,-0.67,10.16,5.19
60,-1.44,9.9,5.3
70,-1.87,9.5,5.28
80,-2.21,8.84,5.19
90,-2.3,7.99,4.74
100,-1.92,6.95,3.7
110,-1.32,5.71,2.01
120,-0.93,5.05,0.76
130,-0.57,4.03,0.33
140,-0.47,3.58,-0.02
150,-0.23,2.83,-0.48
160,0.04,2.08,-0.93
170,0.64,1.52,-1.24
180,1.52,0.91,-1.96
190,2.85,0.31,-2.94
200,4.55,-0.09,-3.36
210,6.54,-0.08,-3.38
220,8.18,0.51,-2.66
230,10.59,1.17,-1.01
240,12.55,1.98,0.84
250,14.31,2.74,1.83
260,16.11,3.44,2.57
270,16.63,4.34,4.06
280,16.56,5.22,5.76
290,16.45,6.17,7.17
300,15.68,7.3,8.34
310,15.24,8.15,9.34
320,13.4,9.32,10.42
330,12.28,9.74,14.03
340,9.56,10.88,15.25
350,7.65,10.76,17.7
360,5.77,11.29,17.94
370,4.18,11.36,17.17
380,2.87,10.75,16.35
390,1.84,9.83,15.75
400,0.32,9.67,14.84
410,-0.87,9.41,14.82
420,-2.0,9.14,15.73
430,-3.58,8.82,15.81
440,-4.16,8.53,15.2
450,-3.95,8.32,14.88
460,-3.74,7.64,14.35
470,-3.85,7.95,13.5
480,-3.75,7.23,13.59
490,-4.43,7.44,13.13
500,-4.66,6.73,12.22
510,-4.79,6.36,10.9
520,-5.08,6.42,10.69
530,-5.04,5.8,10.26
540,-5.71,6.12,9.82
550,-4.1,5.36,9.62
560,-3.78,5.14,8.32
570,-4.63,5.31,7.1
580,-4.56,4.9,7.02
590,-4.57,5.13,6.91
600,-3.97,5.12,6.55
610,-2.66,4.3,5.84
620,-2.14,3.69,4.56
630,-1.97,3.84,4.03
640,-1.13,3.72,3.38
650,-0.46,3.24,2.3
660,-0.02,2.82,1.28
670,0.67,3.26,0.82
680,1.47,3.54,0.97
690,2.55,2.81,0.3
700,3.27,2.26,-1.0
710,3.72,3.13,-2.02
720,4.35,4.14,-1.63
730,5.22,4.31,-1.4
740,5.38,4.74,-1.77
750,5.84,5.78,-0.12
760,6.88,6.83,1.36
770,8.12,7.07,1.79
780,8.7,7.44,0.92
790,8.95,8.07,1.26
800,9.72,8.48,1.84
810,9.91,8.48,1.9
820,9.39,8.28,1.31
830,8.77,8.68,1.49
840,8.1,9.18,2.24
850,6.91,8.83,2.26
860,5.76,8.78,1.88
870,5.24,9.01,2.43
880,4.87,9.15,3.29
890,4.3,9.06,3.06
900,3.73,8.77,2.42
910,3.54,8.8,2.3
920,3.5,8.95,2.77
930,3.21,9.03,3.23
940,2.93,8.92,3.39
950,3.1,8.45,2.72
960,2.98,8.48,2.28
970,3.01,8.58,2.59
980,2.91,8.56,2.4
990,2.76,8.33,2.81
1000,2.6,8.34,2.8
